...10000 constraints.
...20000 constraints.
...30000 constraints.
...40000 constraints.
T SUM NUM_NODES 542228
T SUM NUM_PRUNES 0
T SUM SEARCH_TIME 93.567039

Solving normal LP:
Solving with simplex method...done!
CPXlpopt ended with status 0!
CPXlpopt ended with lpstat 1!
Obj: w = 1 / 4 == 0.250000
Assigning optimum fraction and reducing LP.
temp_error_term = 0.0000001000
num_rounded = 4685, num_remaining = 5897
                                  w =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,1,1,_,_,_,_,_,_,_,_,_,_) =          0 /          1 == 0.0000000000 =/= 0.0000000000
 d1r2a(0,1,0,1,0,0,0,1,1,1,0,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,1,0,0,0,1,1,1,0,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,1,0,1,1,0,0,0,0,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,0,0,1,0,0,1,1,1,1,0,1,1) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(1,0,0,0,1,1,1,0,0,1,1,0,1,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(0,1,0,0,1,0,0,1,1,1,1,0,1,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,0,0,1,0,0,1,1,1,1,0,0,1) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,0,0,1,0,0,1,1,1,1,0,0,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,0,0,0,1,0,1,1,1,1,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,0,0,1,1,1,0,0,1,0,1,1,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(0,1,0,0,0,1,0,1,1,1,1,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,1,0,1,1,1,1,0,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,0,1,0,1,1,1,1,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,0,1,1,1,1,0,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,0,1,1,1,0,0,1,0,0,1,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(0,1,0,0,0,0,0,1,1,1,1,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,0,1,1,1,1,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,0,1,1,1,1,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,0,1,1,1,0,0,0,1,1,1,1) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(0,1,1,0,0,0,0,1,1,0,0,1,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,1,1,0,0,0,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,1,0,0,1,1,1,0,0,1,1) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,1,0,0,0,0,1,1,0,1,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,0,1,1,1,0,0,1,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,0,0,1,0,0,1,1,1,0,0,0,1) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,0,0,1,0,0,1,1,1,0,0,0,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,1,0,0,0,0,1,1,0,0,1,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,1,1,0,0,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,1,0,1,1,1,0,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,0,0,1,1,1,0,0,0,0,1,1,1) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(0,1,0,0,0,1,0,1,1,1,0,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,1,0,1,1,1,0,0,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,0,1,0,1,1,1,0,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,1,1,0,0,1,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,0,1,1,1,0,0,0,0,1,0,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,0,0,0,0,0,1,1,1,0,0,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,0,1,1,1,0,0,0,0,0,1,1) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(0,1,0,0,0,0,0,1,1,1,0,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,0,1,1,1,0,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,0,1,1,1,0,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,1,1,0,0,1,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,0,1,1,1,0,0,0,0,0,0,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,1,0,1,0,1,0,1,1,_,_,_,_) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,1,1,0,1,1,_,_,_,_) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,0,1,0,1,1,1,1,_,_) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,1,0,0,0,1,0,1,1,0,1,1,1) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,1,0,0,0,1,0,1,1,0,1,1,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,1,0,0,0,1,0,1,1,0,1,0,1) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,1,0,0,0,1,0,1,1,0,1,0,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,0,1,0,0,1,0,1,1,0,1,1,1) =         -1 /          2 == -0.5000000000 =/= -0.5000000000
 d1r2a(0,1,0,0,1,1,1,0,1,1,_,_,_,_) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,1,0,0,1,0,1,1,1,_,_) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,1,0,0,1,0,1,1,0,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,1,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,0,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,1,0,1,0,1,1,1,1,_,_) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,1,0,1,1,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,1,0,1,0,1,1,0,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,0,1,1,0,1,0,1) =         -1 /         12 == -0.0833333333 =/= -0.0833333333
 d1r2a(0,1,0,0,1,0,1,0,1,1,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,0,1,1,0,1,1,1,1,_,_) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,1,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,1,0,0,1,0,1,1,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,1,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,1,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,1,0,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,1,0,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,0,0,0,1,0,1,1,1,1,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,0,1,1,1,1,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,1,0,0,1,0,1,1,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,1,0,1,0,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,0,1,1,0,1,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,0,1,1,0,1,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,1,0,1,0,1,0,1,1,_,_) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,1,0,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,1,0,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,1,0,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,1,0,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,1,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,1,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,0,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,0,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,0,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,1,0,0,0,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,1,0,0,1,0,1,1,1,0,1,1) =         -1 /          2 == -0.5000000000 =/= -0.5000000000
 d1r2a(0,1,1,0,0,1,0,1,0,1,1,1,_,_) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,1,0,1,1,_,_) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(1,0,0,1,1,0,1,0,1,0,1,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,0,1,1,0,1,0,1,0,1,0,1,0) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(1,0,0,1,1,0,1,0,1,0,1,0,0,1) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(1,0,0,1,1,0,1,0,1,0,1,0,0,0) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(1,0,0,1,1,0,1,0,1,0,0,1,1,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,1,0,0,1,0,1) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,1,0,0,1,0,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,0,1,0,0,1,0,1,1,0,0,1,1) =         -1 /          2 == -0.5000000000 =/= -0.5000000000
 d1r2a(0,1,1,0,0,1,0,1,0,1,1,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,1,0,0,0,0,1) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,1,0,0,0,0,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,0,0,1,0,1,0,1,1,1,0,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,0,1,1,1,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,1,1,0,0,1) =         -1 /          8 == -0.1250000000 =/= -0.1250000000
 d1r2a(1,0,0,1,1,0,1,0,0,1,0,1,1,1) =         -1 /         12 == -0.0833333333 =/= -0.0833333333
 d1r2a(0,1,0,0,0,0,1,0,1,1,1,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,0,1,1,1,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,1,0,0,0,1) =         -1 /          8 == -0.1250000000 =/= -0.1250000000
 d1r2a(0,1,1,0,0,0,0,1,0,1,1,1,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,1,0,1,1,0,1,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,0,1,1,0,1) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,0,1,0,1,1) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,0,0,1,0,1,0,1,1,0,0,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,0,1,1,0,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,0,1,0,1,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,0,1,0,0,1) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,0,1,1,0,1,0,0,0,0,1,1,1) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,0,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,0,0,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,0,0,1,1,0,1,1,0,0,0,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,0,0,1,0,1,1,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,1,0,1,0,1,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,1,0,1,1,1,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,0,1,1,0,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,0,1,1,0,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,0,0,0,1,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(1,0,0,1,1,0,1,0,0,0,0,0,0,1) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,1,0,0,1,1,0,1,0,1,1,_,_) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,1,0,1,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,1,0,0,1,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,1,0,0,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,1,0,1,0,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,1,0,0,1,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,1,0,0,1,1,0,1,0,1,0,0,0) =         -1 /         12 == -0.0833333333 =/= -0.0833333333
 d1r2a(1,0,1,0,0,1,1,0,1,0,0,1,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,1,0,0,1,1,0,1,0,0,0,1,0) =         -1 /         12 == -0.0833333333 =/= -0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,1,0,0,1,0,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,1,0,0,0,0,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,0,1,0,1,0,0,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,1,0,0,1,1,0,0,0,1,0,1,1) =         -1 /          8 == -0.1250000000 =/= -0.1250000000
 d1r2a(0,1,1,0,0,0,1,0,1,0,0,1,1,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(1,0,1,0,0,1,1,0,0,0,0,1,1,1) =         -1 /          8 == -0.1250000000 =/= -0.1250000000
 d1r2a(0,1,1,0,0,0,1,0,1,0,0,1,0,1) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(1,0,1,0,0,1,1,0,0,0,0,0,1,1) =         -1 /          8 == -0.1250000000 =/= -0.1250000000
 d1r2a(0,1,1,0,0,0,1,0,1,0,0,1,0,0) =          1 /          8 == 0.1250000000 =/= 0.1250000000
 d1r2a(0,1,1,0,1,0,1,0,0,1,1,1,_,_) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,1,0,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,1,0,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,1,0,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,1,1,0,0,1,1,1,_,_) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,0,1,1,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,0,1,1,0,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,0,1,1,0,0,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,1,0,0,1,1,0,0,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,1,0,1,0,0,1,0,1,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,0,1,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,0,0,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,0,0,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,1,0,0,1,0,0,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,1,1,0,0,1,0,1,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,1,1,0,0,1,0,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,1,1,0,0,1,0,1,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,1,1,0,0,1,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,0,1,0,0,1,0,1,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,0,1,0,0,1,0,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,0,0,1,0,0,1,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,1,0,0,1,1,1,0,1,1,_,_) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,1,0,0,1,1,1,0,0,1,1,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(0,1,0,1,0,0,1,1,1,0,0,1,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,1,0,0,1,1,1,0,0,1,0,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,1,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,0,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,1,1,0,1,1,_,_) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,0,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,1,1,0,0,1,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,1,1,0,0,1,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,1,1,0,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,1,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,0,0,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,0,0,1,1,1,0,1,1,1,1) =          2 /          3 == 0.6666666667 =/= 0.6666666667
 d1r2a(0,1,0,0,0,0,1,1,1,0,1,1,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,1,1,0,1,1,0,1) =          2 /          3 == 0.6666666667 =/= 0.6666666667
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,1,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,1,0,1,0,0,0,1,1,0,0,0,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,0,0,1,1,1,0,0,1,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,1,1,0,0,1,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,1,0,0,1,1,1,0,1,0,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,0,0,1,1,1,1,_,_) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,1,0,0,1,1,0,0,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(1,0,0,1,0,1,1,0,1,0,1,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,0,1,0,1,1,0,1,0,1,0,0,0) =         -1 /          6 == -0.1666666667 =/= -0.1666666667
 d1r2a(0,1,1,0,0,1,0,0,1,1,1,0,0,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,1,0,0,1,0,0,1,1,0,1,0,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,0,1,0,1,1,0,1,0,0,1,0,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
 d1r2a(0,1,0,1,0,0,1,1,1,0,0,0,1,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,1,0,0,1,1,1,0,0,0,1,0) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(0,1,0,1,0,0,1,1,1,0,0,0,0,1) =          1 /         12 == 0.0833333333 =/= 0.0833333333
 d1r2a(1,0,0,1,0,1,1,0,1,0,0,0,1,0) =         -1 /         12 == -0.0833333333 =/= -0.0833333333
 d1r2a(1,0,0,1,0,1,1,0,1,0,0,0,0,1) =         -1 /         12 == -0.0833333333 =/= -0.0833333333
 d1r2a(0,1,1,0,0,1,0,0,1,1,0,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,0,1,1,0,0,1,1,0,1,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(0,1,0,0,1,0,1,1,1,0,1,0,1,0) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(0,1,0,0,1,0,1,1,1,0,1,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,1,0,1,1,1,0,1,0,0,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(1,0,0,1,0,1,1,0,0,1,0,1,1,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(1,0,0,1,0,1,1,0,0,1,0,0,1,1) =          5 /          8 == 0.6250000000 =/= 0.6250000000
 d1r2a(0,1,0,0,0,0,1,1,1,0,1,0,1,0) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,0,0,0,0,1,1,1,0,1,0,0,1) =          1 /          4 == 0.2500000000 =/= 0.2500000000
 d1r2a(0,1,1,0,0,0,0,0,1,1,1,1,1,1) =          1 /          6 == 0.1666666667 =/= 0.1666666667
 d1r2a(1,0,0,1,0,1,1,0,0,0,1,1,0,0) =         -1 /          4 == -0.2500000000 =/= -0.2500000000
